title,content
《各報要聞》亞利桑那推10天速成班 學成有望進台積電,【時報-台北電】美國政府積極推動晶圓製造在地化，亞利桑那州成為全美半導體重鎮，但人力缺口難以解決，赴當地設廠的台積電就因熟練裝機的人才不足，4奈米製程量產時間由2024年底延至2025年。據美媒報導，當地已有社區學院提供半導體技術員速成計畫，學生只需要10天就能取得認證，沒有半導體理工背景的人也可參加，完成培訓後有機會獲台積電、英特爾等錄取，年薪近200萬元。在亞利桑那州鳳凰城所在的馬里柯帕郡（Maricopa），台積電、英特爾等晶片製造商正與3所社區學院合作，提供半導體技術員「快速入門」（Quick Start）計畫。據《Axios》報導，「埃斯特拉山社區學院」（EMCC）有些課程由台積電員工教授，結業的學生都可獲得台積電的首次面試機會。自去年7月以來，已約有150位完成課程。EMCC甚至以「在10天內改變你的人生」當作宣傳標語。《商業內幕》（Business Insider）也採訪36歲的失業、單親媽媽斯特拉瑟斯（Lisa Strothers）。斯特拉瑟斯自曝求學時毫無科技業背景，但去年6月參加「馬里柯帕郡社區學院」（MCCC）提供10天培訓課程，結業後成功在英特爾找到半導體製程技術員工作。她未透露薪資，不過MCCC網站上介紹，亞利桑那州半導體製程技術員平均時薪接近30美元（約新台幣951元），或年薪6萬2370美元（約新台幣198萬元）。台積電表示，該公司與社區學院合作推動半導體技術員快速入門計畫，課程包括半導體製造的基礎概念、基本技能與工作內容；透過此計畫，將可幫助當地有興趣投身半導體產業的人們，有系統性地了解工作內容，但最終聘用與否仍須經過公司招募規定與面試通過後，才具備錄用資格。德國《商報》7日援引政府消息稱，台積電董事會8日會決定支持公司在德勒斯登設廠，而德國政府將提供50億歐元支持台積電建廠。消息人士說，台積電將與合作夥伴博世（Bosch）、英飛凌（Infineon）和恩智浦（NXP）合資經營那間工廠。(新聞來源：中國時報─王嘉源、王莫昀／綜合報導)
台積電赴德國設廠 老手擔心重演這個「台灣品牌」黑歷史,德國媒體周一晚間披露，台積電確定要赴德國設廠，預計生產28奈米晶片，政府補助一半的50億歐元（約新台幣1741億）此事引起PTT網友們熱烈討論，許多人認為，雖然德國製造業的能力優於美國，但工會的強硬程度也比美國更兇，甚至提到BENQ德國子公司18年前的黑歷史，提醒台積電小心。台積電赴德國設廠的消息傳聞已久，先前董事長劉德音也曾在6月的股東會上正面回應相關問題，他強調，台積電還在跟政府討論補助金額，希望不要有條件。此外，劉德音也點出德國缺乏半導體產業聚落及產業人力是2大隱憂，「德國政府有承諾要建立起來。」德媒搶先曝光，德國政府補助一半的50億歐元與台積電合作設廠，引發網友們熱議，許多人質疑到處設廠將不利台積電營運，「哪有在到處蓋的，這樣根本不是好事」、「到處去開分店，到時候景氣下滑很慘」、「德國工會比美國強硬，感覺很辛苦啊。」此外，有資深網友提到2005年明基通信（BenQ Mobile）德國子公司併購西門子失利，最終導致公司破產的悲慘案例，當時併購已經虧損的西門子，採取一連串縮減成本措施，引發工會不滿甚至發動示威，且公司虧損金額也超過原先所預期，最後只能落寞畫下句點。網友表示，「BenQ當初差點被弄死」、「BENQ當年被德國工人給整死了，GG還來啊」、「笨Q被德國工人弄得差點破產」、「想到BENQ....德國工會比美國更硬」、「其實不只有BENQ，外企去德國設廠都有不小挑戰，特斯拉也被環保團體抗議而延宕過。」
台積電ADR7日上漲0.19美元漲幅0.20%折台股610.28元,(中央社台北2023年 8月 8日電)台積電在NYSE掛牌 ADR以 96.35美元作收，上漲0.19美元，漲幅 0.20%。由於每單位台積電 ADR相當於台股 5股台積電普通股，以 8月 7日新台幣匯市收盤價31.670元計算，相當台股台積電每股為610.28元。最近10個交易日行情如下：
輝達目標價破千太樂觀？陸行之列5大觀察：台積電洩警訊,人工智慧（AI）題材大熱，美國繪圖晶片大廠輝達（Nvidia）股價水漲船高，調研機構ALETHEIA看好AI伺服器與AI GPU加速器成長性強大，將輝達目標價喊上1000美元，供應鏈為之震動。知名分析師陸行之則分析5大關鍵，直指台積電CoWoS目前產能受限，加上不是所有資料中心客戶都表現積極，ALETHEIA的數字有些樂觀。陸行之在個人粉絲團上發文表示，像輝達這種長期產業趨勢向上的公司，喊一個比較高的目標價，總有一天會等到，分析師遲早會對，看誰先喊先贏。陸行之指出，目前59位分析師給輝達的平均目標價為501.81美元，ALETHEIA喊價居然高了一倍，首先第1個關鍵在於，ALETHEIA這篇報告由兩位香港分析師發出，並非美國分析師，他認為像輝達這種美國重要公司，不可能放手讓亞洲分析師來看，值得關注的是，輝達盤後股價沒因為這篇報告而大漲。第二點，ALETHEIA預測輝達資料中心營收，在2024、2025 年分別來到727億、969億美元，兩年整體營收達到853、1100億美元，資料中心營收占比高達85%、88%，大幅高於其他分析師預期的577億和697億美元。第三點，ALETHEIA預期輝達為了滿足AI伺服器市場龐大的需求，將著手於大幅增加AI GPU的產能，預估NVIDIA的AI GPU產能，會在2024年增加2.5 倍。陸行之分析，目前台積電CoWoS 產能受限，加上不是所有資料中心客戶都表現積極，例如亞馬遜、Meta，資本支出還季減，也都大幅增加大模型 AI 運算，他認為ALETHEIA的數字有些樂觀。第四點，ALETHEIA預期輝達毛利率在2024、2025年，將分別達到72.8%、73.7%，高於市場預期的 70.5%、70.2%，陸行之說，這假設基礎應該取決於超微能否破壞掉輝達的超額獲利結構。最後一點是ALETHEIA預期輝達每股盈餘（EPS）會在2024、2025年到17.25、23.46美元，也是分析師預期的兩倍以上，難怪給的目標價也是加倍。輝達執行長黃仁勳將於美國時間8日在洛杉磯的「SIGGRAPH 2023」進行演講，輝達昨日股價上漲1.65%收在454.16美元。
助台積電CoWos廠找地 王美花：產能瓶頸恐衝擊台廠供應鏈,經濟部協調下，讓台積電CoWos先進封裝晶圓廠順利落腳竹科轄下銅鑼園區。經濟部長王美花今天(8日)傍晚接受廣播節目專訪時指出，考量台積電CoWos先進封裝技術實在太搶手，跟不上需求，若產能遭遇瓶頸，將連帶影響整個台廠為首的伺服器供應鏈，因此跨部會趕緊出手討論，並協調力積電讓地。台積電7月25日證實將在竹科轄下銅鑼園區設立先進封裝晶圓廠。經濟部長王美花8日接受廣播節目專訪時，也還原當時如何協助台積電取得土地。王美花表示，台積電研發出來的CoWos先進封裝技術，將晶片堆疊起來，並封裝於基板上「包在一起」，使得晶片效能更快速，無人能及，像是現在熱門的ChatGPT等AI伺服器應用就是使用這樣的晶片，這也使得台積電CoWos產能供不應求，且各國際機構都預測在可見的未來，AI伺服器需求將逐年成長。王美花表示，在需求噴發、產能有限下，有天就接獲台積電來電反應需要緊急新增產能，而政府也評估，這已經不只是台積電問題，而是整個台廠為首的供應鏈，都可能受影響。她說：『(原音)第一個晶片產能產線再多，CoWos不夠，你這個晶片多也賣不出去，第二個更重要就是，所有伺服器的這些供應的產業鏈，全部都是台商，你CoWos不夠，不是晶片賣不出去而已，連伺服器整個也會不夠賣。』王美花舉例，Nvidia輝達就曾問，做好的GPU、AI系統要讓廣達還是緯創等台廠接單，但這取決於台積電能否提供足夠的晶片產能，甚至CoWos封裝產能。王美花表示，政府意識到問題嚴重性後隨即出手跨部會協調，並與原先預約銅鑼園區土地的力積電溝通，最後順利取得力積電同意讓地。
台積電德國廠正式拍板！董事會核准千億台幣,本文來自合作媒體中央社，商益獲授權轉載。台積電赴德國投資設廠案正式拍板定案，董事會今天決議於不超過 34 億 9993 萬歐元額度內投資主要持股德國子公司（ESMC），以提供專業積體電路製造。台積電今天召開董事會，赴德國投資設廠一案備受各界關注。德國媒體報導，台積電董事會將決定在德勒斯登設廠生產車用晶片，預計投資 100 億歐元，將可獲得德國政府 50 億歐元的補貼。台積電董事會今天核准於不超過 34 億 9993 萬歐元（約 38 億 8490 萬美元，折合約新台幣 1235 億 7867 萬元）額度內投資主要持股的德國子公司 European Semiconductor Manufacturing Company（ESMC） GmbH，以提供專業積體電路製造服務。責任編輯：湯皓茹<BR>《商益》主張「商業是最大的公益」，報導專注於讓讀者理解資本力量、商業本質以及財經語言。歡迎加入 Discord 社群，並免費註冊訂閱商益電子報。
台積電第2季每股配息3元 12月14日除息,（中央社記者張建中新竹2023年8月8日電）晶圓代工廠台積電 (2330) 董事會今天核准配發2023年第2季每股現金股利新台幣3元，除息交易日為2023年12月14日。台積電第2季因客戶持續去化庫存影響，季營收滑落至4808.4億元，季減5.5%，歸屬母公司淨利1818億元，季減12.2%，每股純益7.01元。台積電董事會今天核准配發第2季每股現金股利3元，配息基準日定為2023年12月20日，除息交易日為12月14日，12月16日至20日停止普通股股票過戶，並於2024年1月11日發放。台積電創辦人張忠謀2018年6月退休前持有台積電1.25億股，他在退休後若未處分手中持股，2023年第2季股利估計將有約3.75億元入袋。台積電董事長劉德音持股1291萬餘股，估計將有3873萬元股息入袋；總裁魏哲家持股639萬2834股，也將有1917萬元入袋。行政院國家發展基金管理會持有台積電16.537億股，估計有49.61億元入帳。台積電於7月法人說明會中指出，資本管理目標是為公司有機成長提供支持、發展良好的獲利能力、保持財務靈活性，並向股東配發可持續性且穩定增加的現金股利。隨著資本密集度在未來幾年開始降低，台積電現金股利政策重點預計從可持續性，轉向每股現金股利穩定增加。
【公告】台積電訂定民國112年第二季之現金股利除息交易日,"日 期：2023年08月08日公司名稱：台積電 (2330)主 旨：台積電訂定民國112年第二季之現金股利除息交易日發言人：黃仁昭說 明：1.董事會、股東會決議或公司決定日期:112/08/082.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息3.發放股利種類及金額:普通股現金股利 NT$77,796,212,976元(每股 NT$3.00元)4.除權（息）交易日:112/12/145.最後過戶日:112/12/156.停止過戶起始日期:112/12/167.停止過戶截止日期:112/12/208.除權（息）基準日:112/12/209.債券最後申請轉換日期:不適用10.債券停止轉換起始日期:不適用11.債券停止轉換截止日期:不適用12.現金股利發放日期:113/01/1113.其他應敘明事項:本公司在美國紐約證券交易所上市之美國存託憑證之除息交易日亦為112年12月14日，與普通股一致。本公司美國存託憑證之配息基準日訂為112年12月15日。"
【公告】台積電董事會決議股利分派,"日 期：2023年08月08日公司名稱：台積電 (2330)主 旨：台積電董事會決議股利分派發言人：黃仁昭說 明：1. 董事會決議日期：112/08/082. 股利所屬年(季)度：112年 第2季3. 股利所屬期間：112/04/01 至 112/06/304. 股東配發內容：(1)盈餘分配之現金股利(元/股)：3.00000000(2)法定盈餘公積發放之現金(元/股)：0(3)資本公積發放之現金(元/股)：0(4)股東配發之現金(股利)總金額(元)：77,796,212,976(5)盈餘轉增資配股(元/股)：0(6)法定盈餘公積轉增資配股(元/股)：0(7)資本公積轉增資配股(元/股)：0(8)股東配股總股數(股)：05. 其他應敘明事項：無。6. 普通股每股面額欄位：新台幣10.0000元"
台積電德國合資設廠 專家：深化客戶合作攻車電市場,（中央社記者張建中新竹2023年8月8日電）台積電 (2330) 正式拍板赴德國與博世、英飛凌及恩智浦合資設廠。產業專家認為，成本與工會是台積電德國設廠可能面臨的兩大挑戰；不過，有助於台積電深化與客戶的關係，擴展車用電子市場。台經院產經資料庫研究員暨總監劉佩真表示，美國是台積電最大市場，2022年所占比重達68%；歐洲、中東及非洲市場比重約5%，雖然不大，不過基於客戶分散供應鏈風險需求，台積電前往歐洲投資設廠有其必要性。劉佩真指出，美國晶片廠英特爾（Intel）已決定赴德國設廠，觀察英特爾因建築成本高漲、能源價格不穩定，建廠計畫延遲，投資金額也增至300億歐元，預期台積電前往德國設廠將同樣面臨高成本的挑戰。劉佩真認為，工會將是台積電赴德國設廠可能面臨的另一項挑戰。她說，台積電赴美國建廠已面臨文化差異的問題，未來在德國將面臨更強勢的工會，如何克服這一難題，將考驗台積電管理階層的智慧。台積電前往德國投資設廠雖有挑戰，不過同時可以掌握良好契機。劉佩真表示，目前歐洲推出「晶片法案」，台積電可以申請補助，當地政府的補貼有助於減緩初期建廠成本負擔。劉佩真指出，台積電陸續前往美國、日本及德國設廠，擴大全球製造布局，即便產能規模不大，仍有助於增進客戶的信任。劉佩真分析，德國當地現有半導體廠，具供應鏈基礎，不是完全從零開始，有助加速台積電德國建廠及未來營運；此外，周邊有車廠分布，有利於台積電擴展車電市場。台積電德國廠與日本廠同樣採取合資模式，劉佩真表示，一方面可與當地業者分擔風險，另方面可以強化與客戶間的合作關係。台積電今天宣布，與博世（Robert Bosch GmbH）、英飛凌（Infineon Technologies AG）和恩智浦（NXPSemiconductors N.V.）計劃共同投資位於德國德勒斯登的歐洲半導體製造公司（ESMC），提供先進半導體製造服務。ESMC總投資金額超過100億歐元（約新台幣3530億元），目標於2024年下半年建廠，於2027年底開始生產，月產能約4萬片12吋晶圓。台積電將持有70%股權，博世、英飛凌和恩智浦各持有10%股權。（編輯：張良知）
經長：若台積電CoWoS產能不足 將衝擊供應鏈接單,（中央社記者劉千綾台北2023年08月8日電）在政府緊急協調下，台積電 (2330) 先進封裝廠落腳竹科銅鑼園區。經濟部長王美花今天表示，輝達等國際大廠的GPU、AI系統交由廣達或是緯創等台廠接單，須視台積電提供的晶片產能，若台積電CoWoS先進封裝測試產能不夠，將衝擊供應鏈廠商接單。先進封裝產能供不應求，台積電日前表示，規劃斥資近新台幣900億元，在銅鑼科學園區設立生產先進封裝的晶圓廠，建廠用地取得主要是由經濟部和跨部會合作完成。王美花今天接受「寶島全世界」廣播節目主持人鄭弘儀訪問時表示，台積電現已量產3奈米，再加上CoWoS先進封裝技術，台積電未來也將提升4奈米晶片性能。王美花表示，台積電運用CoWoS先進封裝技術，將晶片層疊式包裝在一起，如此一來可提升晶片效能，這也和高速運算晶片技術密切相關，近來ChatGPT等發展帶動AI伺服器成長，連帶刺激高速力晶片需求增加。不過，王美花表示，台積電晶片的製造能力不是問題，但封裝產能須跟上腳步，台積電打電話向她反映，在竹南、龍潭的CoWoS封裝技術產能跟不上客戶需求。為解決封裝產能問題，王美花說，透過行政院、經濟部和國科會各單位協調，並在力積電同意讓地下，協助台積電順利取得竹科銅鑼科學園區的土地，能夠快速建廠，滿足CoWoS先進封裝產能。王美花指出，輝達曾表示，做好的GPU、AI系統交由廣達或是緯創等台廠接單，須視台積電提供的晶片產能，也就是說，若台積電CoWos封裝產能無法滿足客戶需求，將連動影響伺服器等台廠供應鏈。輝達、超微等國際大廠都是台積電客戶，王美花表示，除了晶片之外，AI產業也帶動高端伺服器、印刷電路板等台廠生態系，許多國際機關預測，AI伺服器需求將逐年增加。AI需求成長有望挹注台灣下半年經濟表現，王美花表示，下半年接單情形比上半年好，現在廠商反應接到急單，評估第3季表現會比第2季好，且將逐季成長，第4季轉正的可能性極高；不過因台灣以出口產品為主，受國際趨勢影響大，仍須密切觀察。
【公告】台積電捐贈國立陽明交通大學,日 期：2023年08月08日公司名稱：台積電 (2330)主 旨：台積電捐贈國立陽明交通大學發言人：黃仁昭說 明：1.事實發生日:112/08/082.捐贈原由:辦理成立半導體工程學系及台積電講座。3.捐贈金額:新台幣111.5佰萬元。4.受贈對象:國立陽明交通大學。5.與公司關係:無。6.表示反對或保留意見之獨立董事姓名及簡歷:無。7.前揭獨立董事表示反對或保留之意見:無。8.其他應敘明事項:無。
台積電拖累大盤 下殺8元至538 台股跌逾160點,台股今（14日）以16585.41點開出，隨後下跌超過160點，權值股台積電挫低8元，觸及538元，AI族群表現不一，緯創下跌逾5%，廣達小漲2元，觸及225.5元。台股上周五（11日）下跌33.45點，收在16601.25點，成交值為2871.33億。三大法人外資及陸資賣超、投信買超、自營商賣超，合計賣超75.23億。自營商賣超69.61億，投信買超22.15億，外資及陸資賣超27.77億。美股四大指數漲跌不一，道瓊上漲105.30點（或0.30%）至35281.40點，那斯達克指數挫低93.15點（或0.68%）至13644.85點，標普500指數挫低4.78點（或0.11%）至4464.05點，費城半導體指數跌82.47點（或2.29%）至3514.55點，台積電ADR下跌2.81美元（或2.96%）至91.99美元。
《台北股市》台積電續疲 台股創逾2個半月新低,【時報-台北電】美PPI高於預期，美股上周五科技股續弱，台積電ADR下跌2.96%。台積電(2330)今(8月14日)開盤跌6元後再創低價538元，上周五法說會釋利多的廣達(2382)今日跳空開高一枝獨秀，但緯創(3231)開低，台股早盤跳空開低跌近百點，盤初跌近170點至16430點，與台積電同步創下5月25日以來新低，技術面持續呈現空頭排列。美國PPI數據高於市場預期，引發市場對於聯準會再次升息預期，美債殖利率走高，拖累科技股表現，四大指數呈現跌多漲少，漲跌幅介於-2.29%至0.3%。國票投顧表示，今盤中留意電子族群或有低接買盤進駐，引領指數朝季線關卡靠攏。台股目前處於所有均線之下，不過呈現價跌量縮的樣態，意味賣壓似有趨緩的現象，此外KD指標落入超賣區，融資維持率大幅下降，預期指數正醞釀築底、反彈的機會。操作考量指數仍處震盪，類股輪動快，因此縮短操作週期，矽智財和電源族群股價率先回穩，可開始尋覓切入時機，傳產部分可留意軍工、塑化族群。凱基投顧表示，上周四、周五連續2天低點來到16601點，下檔逼近頸線16593點(7月7日低點)，一旦失守無法迅速站回，下檔恐將向5月跳空缺口與半年線約16300點附近尋求支撐。操作上僅能短線區間因應。AI概念股走勢動見觀瞻，若能守住上周低點，將形成短底型態，可酌量進場搶反彈。（編輯：沈培華）
台積電回測半年線 市值面臨14兆元保衛戰,（中央社記者張建中新竹2023年08月14日電）台積電今天股價表現疲弱，今天一度下探538元，跌破半年線540元，下跌8元，市值縮水新台幣2074億元，跌破14兆元，滑落至13.95兆元。受客戶持續調整庫存影響，台積電第3季營運表現恐將低於往年旺季水準，季營收將約167億至175億美元，以中間值171億美元計，將季增9.1%。由於全球經濟較先前預期疲弱，中國經濟復甦情況以及終端需求成長不如預期，台積電今年美元營收將減少10%，終止連續13年成長趨勢。
比美國廠還難搞？他爆台積電去德國要小心 1大問題更致命,台積電赴德國投資日前已拍板，預計2024年下半年開始動工，2027年底開始生產，總投資金額預計超過100億歐元。德國之聲客座評論文章指出，台積電設廠德國必須面對不少挑戰，其中人文衝擊將比美國更大。台積電德國廠預計持有70%股權，博世、英飛凌和恩智浦各持有10%股權。德國之聲客座評論作者烏凌翔撰文指出，台積電僅拿出近35億歐元，股權卻佔有70%，而且享有營運管理權利，尚未證實的50億歐元若由德國政府補貼，對台積電因而新增的財務壓力可說不算大，但真正金援晶片制造的資金，恐怕還沒影。烏凌翔表示，雖然歐洲議會上個月通過《歐洲晶片法》，提供總額430億歐元經費，看似與美國《晶片與科學法》提供的527億美元相當，但該法案細分為三個領域，包括科研與創新、半導體制造以及供應鏈危機管理，而歐盟目前公布的資金分配重點都在科研與創新，目的在「公共投資觸發私人投資」。換言之，德國政府只能自掏腰包了。其次，台積電德國廠位在前東德、靠近捷克、波蘭的薩克森邦首府德累斯頓，烏凌翔示警可能面對比亞利桑納鳳凰城更凶險的人文環境。首先是工會，歐美的工會向來態度強悍；再者，德國政府是議會內閣制，左、中、右各黨派都在國會中有發言權，台積電面對意見不一的政府，恐怕也是不小的挑戰。此外，台積電乃至全世界半導體產業都正在為缺人缺工問題頭痛，烏凌翔稱，德累斯頓本地肯定無法提供足夠的技術工人與合格的工程師，必然要從外地招工，但德國近九成的大企業都在原西德地區，恐怕不容易吸引人才到前東德地區工作，因此，未來很可能會招募移民來補充人力，但這樣的做法必然會招致極右派的反對。烏凌翔最後總結，台積電在台灣管理能力一流，是因為有合法守紀又有知識的員工為基礎，但要管理文化背景相異與工會強大的德國員工，管理技術恐怕還要加強。
台積電擴大海外布局 漢唐上半年美國營收增逾6倍,（中央社記者張建中新竹2023年8月14日電）台積電 (2330) 擴大海外投資布局，無塵室廠漢唐 (2404) 營運受惠，上半年美國市場營收逾新台幣200億元，達213.81億元，激增6.12倍，為營運成長主要動能。漢唐上半年不畏半導體產業景氣趨緩、廠商紛紛調降資本支出，在台積電亞利桑那州廠訂單挹注下，營運高度成長，累計上半年營收331.91億元，年增1.1倍。據漢唐統計，上半年美國市場營收達213.81億元，較去年同期大增6.12倍，占總營收比重達64.4%，躍居漢唐最大市場。漢唐上半年獲利同步高度成長，歸屬母公司淨利23.64億元，較去年同期增加68.27%，每股純益12.61元。漢唐目前在手訂單仍逾600億元，有助支撐未來營運表現。
台積電早盤大跌9元 14兆元市值又破了,"外資從7月18日之後，對台積電（2330）買少賣多，累計到8月11日止，共賣超70,947張，由於上周五美股ADR大跌2.96％，收在91.99美元，今（14）日台股開盤後，台積電股價就往下溜，股價最低來到537元大跌9元，14兆元市值保衛戰宣告失敗。台積電今天開盤後表現弱勢，市場賣壓沈重，盤中最低來到537元跌9元，率先跌破半年線540.5元，市值最低為13.92兆餘元，月線出現連2跌，7月月線跌1.91％，8月來跌擴大至近5％，因而拖累台股加權指數8月跌幅也超過4.7％。台積電7月營收溫和成長，達1,776.16億元，為今年來單月最大，月增13.56％，年減也縮減至4.9％，累計前7月1.167兆餘元，年減3.7％。不過，外資近來操作仍保守。"
大陸經濟數據低迷 台股下跌逾百點 台積電挫低4元至538,大陸經濟數據不如預期，引發美股出現震盪，四大指數周二皆收黑，台股受到影響，今（16日）以16422.20點開出，隨後下跌超過110點，權值股台積電挫低4元，觸及538元。台股昨（15日）上漲61.14點，收在16454.8點，成交值為2940.52億。三大法人外資及陸資賣超、投信買超、自營商賣超，合計賣超6.89億。自營商賣超16.94億，投信買超19.25億，外資及陸資賣超9.2億。大陸經濟數據不佳，加上央行意外降息，全球市場不安，美股四大指數皆墨，道瓊下跌361.24點（或1.02%）至34946.39點，那斯達克指數挫低157.28點（或1.14%）至13631.05點，標普500指數跌51.86點（或1.16%）至4437.86點，費城半導體下跌61.49點（或1.70%）至3553.96點。
台積電ADR15日下跌1.39美元跌幅1.49%折台股585.56元,(中央社台北2023年 8月16日電)台積電在NYSE掛牌 ADR以 91.68美元作收，下跌1.39美元，跌幅 1.49%。由於每單位台積電 ADR相當於台股 5股台積電普通股，以 8月15日新台幣匯市收盤價31.935元計算，相當台股台積電每股為585.56元。最近10個交易日行情如下：
張忠謀警告被忽略？美國超缺晶片人才 台積電恐自討苦吃,台積電美國亞利桑那新廠延宕一年，董事長劉德音坦言，主要受到當地有經驗的工人不足所影響，此言讓當地工會相當不滿，痛批是找理由引起低薪外勞，台積電強烈否認此看法，但彼此衝突仍存在。事實上，美國半導體產業缺工問題嚴重，最多可能會出現100萬名工人的缺口。綜合外媒報導，知名顧問與管理集團Deloitte報告指出，等到2030年，美國在半導體產業的勞力缺口將達到100萬人，代表在未來十年內需要每年增加10萬人，才能避免此危機，但依據目前美國就讀相關科系的研究生去計算，能夠閃過機率相當低。此外，報導提到，近年半導體產業快速蓬勃發展，但人才培育上卻無法跟上腳步，且半導體產業門檻較高，需要高等教育與大量的現場經驗才能掌握要領，當美國勞動力早早轉向專精軟體領域，硬體實力卻落後許多。種種狀況顯示，台積電遇到的挑戰是所有在美國發展晶圓代工的企業一定會遇到的問題，就如同台積電創辦人張忠謀多次提到，美國在國內重建晶圓代工註定會失敗，缺乏人才成本也太高。
台積電傳將三度調降財測,台積電受到成熟製程殺價搶單動作持續，AI訂單恐難力挽狂瀾，法人圈傳出，公司7月20日二度調降今年財測目標，將全年營收目標（美元）預估值由年減1％～6％，調降至10％，但因近期景氣持續低迷，恐有三度降調財測至年減12％的可能。■AI訂單可能難力挽狂瀾AI成為今年投資顯學，CoWoS產能大缺貨也讓台積電備受看好。不過，AI占台積電營收比重並不高，以輝達熱賣的H100來看，僅貢獻台積電N4製程業績，無法抵擋消費性產品於N3、N7製程續弱頹勢，市場傳出台積電將面臨三度調降財測的風險。對此，台積電表示，對市場需求的看法與展望，均依7月法說會內容為準，目前無更新訊息可提供。另外，台積電也不評論市場傳聞或客戶業務變化。■第二季財務報表見端倪不過，從台積電第二季財務報表，似乎可見變化端倪。其中，台積電自由現金流量為採用IFRS以來，淨流出金額為單季歷史新高，光一季就淨流出達747億元，綜觀細項，主要原因不外乎龐大的資本支出，及快速減少的營業現金流所致。法人指出，「自由現金流量」是營運現金扣掉資本支出之後，可自由運用的現金，為公司產生現金效率之指標，也是衡量具有足夠資金發放現金股利。雖然台積電宣布，今年第一季每股現金股利將增加至3元，也會是未來的「最低水準」，不過龐大的現金流出，令外界好奇是否還能維持3元之水準。此外，台積電第二季單季存貨週轉天數上升至91天，也是近幾年之單季高點，台積電對此表示，隨著N3投入生產，此為進行產能爬坡之Ramp-up過程所致。但對於以往健康的財務報表績優生來說，都有失過往水準。市場傳出，台積電第二季成熟製程（7nm以上）占47％，雖然上半年仍能維持價格，但隨著終端需求持續疲軟，陸廠沒有最低、只有更低的擴產、殺價、搶單，台積電難免受到波及，甚至也傳出7奈米產能也開始鬆動。■未來現金流出壓力大法人指出，台積電美國、日本、歐洲及台灣高雄2奈米廠即將多點開花，都是未來龐大的現金流出壓力，隨然不至於影響現金股利之發放，但仍是留意營運變化重心。此外，在先進製程3／5奈米維持強勁之下，台積仍占有絕對優勢，年底也有CoWoS產能持續開出的挹注，而台積更是這一波AI趨勢下的最關鍵推手，預期在半導體產業逆風趨勢下，仍維持力守表現，已屬相當不易。
《盤前掃瞄-國內消息》輝達推新AI台廠動起來；台積電傳三度降財測,"【時報-台北電】國內消息：1.輝達新一代AI超級電腦／伺服器產能「動起來」，前段GPU模組、基板及主板等供應鏈進入量產期後，後段系統組裝廠也將跟進於第三季下旬到第四季起逐步放量出貨，包括英業達、廣達、緯穎、技嘉等營運備受市場期待。2.113年度中央政府總預算案本周四（24日）行政院會拍板。據了解，總統蔡英文今（21）日將聽取行政院長陳建仁簡報後敲定，不排除歲出歲入再作微調。由於台電今年將虧損近2,000億元，合計近兩年累虧逾4,000億元，國發基金雖不直接挹注台電，但將增加繳庫盈餘逾250億元，納入國庫統籌，以間接方式協助台電增資。3.台積電受到成熟製程殺價搶單動作持續，AI訂單恐難力挽狂瀾，法人圈傳出，公司7月20日二度調降今年財測目標，將全年營收目標（美元）預估值由年減1％～6％，調降至10％，但因近期景氣持續低迷，恐有三度降調財測至年減12％的可能。4.中華電信近日針對最大宗用戶的100M（bps）寬頻上網調降資費，包括電路月租及上網月租，從每月908元降價至799元，降幅12％，此為自2017年的近六年來首度針對100M上網有感降價，也是中華電信今年在寬頻上網市場所做出最重大的決策。5.「2023台北工業自動化展」將於23～26日登場，市場聚焦「工業4.0」、「智慧製造」等中長線產業發展，加上全球面臨缺工、供應鏈移轉等趨勢，將加快工業自動化導入速度。法人預估，製造業庫存調整接近尾聲，企業設備資本支出可望轉強，帶旺工具機、工業電腦等相關供應鏈營運表現回升，可留意上銀、東元、研華等概念股走勢。6.國銀拚富豪財管競爭白熱化，7月戰果出爐，根據金管會統計，九家獲准開辦高資產客戶財管業務的銀行，累計客戶數5,867人、總資產管理規模（AUM）破7,500億元大關來到7,568億元，中信銀行續拿下冠軍寶座，「黑馬」合庫銀行超車兆豐銀行躍居亞軍。7.新創國際版圖再擴大！據了解，國發會主委龔明鑫將於9月中率領國內逾40家新創企業、共百人代表團赴日本東京參加「日本台灣新創高峰會」尋求商機，創下台日史上最大規模新創活動。另外，國發會也規劃10月率領約30家新創赴新加坡參加國際展SWITCH（Singapore Week of Innovation and Technology），這也是官方首次帶隊設置台灣館，全力將新創推上世界舞台。8.電子支付發展高度競爭，業者從過去力搶拚會員數提升，營運策略也轉為多角化經營，開發深度使用者為主，以目前會員數來看，街口支付已達618萬人，仍穩居電支業龍頭，但全支付急起直追，目前以375.6萬人排第三，雖仍有段差距，但近月增速驚人，頗有彎道超車的氣勢。9.台灣食品大廠搶攻海外市場模式明顯轉變，過去單打獨鬥前往當地設廠，進而透過在地經銷打通製造與零售兩大任督二脈就足以耗盡十來年，成敗拉長戰線，還要有足夠資金燒錢，到近年各大集團改透過併購當地食品廠或策略聯盟相對縮短路徑，甚至進而達到一加一大於二的成效。10.大陸疫後經濟未如預期復甦、美國升息、俄烏戰爭引發全球通膨危機仍在，投資人轉趨保守，加上政府對四軸以上同動、五軸或五面工具機出口設限，增加廠商接單難度，工具機業嗅不到景氣好轉跡象，下半年營運展望轉趨保守。(新聞來源：工商時報、財經內容中心綜合整理)"
